mention_id,customer_id,platform,post_text,likes,shares,timestamp,hashtags
775,2977.0,Facebook,"Statement send even red view language. With fish fine pass.
Itself environmental value. There president approach recognize may.
Military magazine around development. Spring former itself beat sister summer. Each southern suddenly voice action skin work.",750,59,2025-07-02 21:02:27,"#mean,#another"
776,3573.0,LinkedIn,"Religious community none answer service nearly.
Future ahead much accept have suddenly. Billion middle close feel good throughout security hair. Each often former into.
Benefit here method develop ok month end sport. Upon exactly low represent strategy national nice.",0,45,2025-08-22 12:33:58,"#work,#subject,#foot,#brother"
777,,LinkedIn,"Edge area player treat role cultural plant.
Manage American how choice lot politics. Picture out hundred fast. Modern establish worker huge old stand blue development.
Story remember decide establish every. Building defense help politics difficult green.",315,53,2025-10-20 19:42:29,"#law,#painting,#language"
778,4551.0,LinkedIn,"Education resource matter degree save federal field. Outside position even investment. Open sort knowledge room high star anyone.
All expect not clear small.
President help media. Feel land market that. Whose exactly fact interest over meet.",404,47,2025-10-08 04:42:56,"#pay,#official,#eight"
779,,LinkedIn,"So success remain throw. Standard performance son. Network buy member rise oil necessary hundred.
Husband want environment behavior. Organization focus hope artist same. Run perform lead mouth word nice.",398,39,2025-08-16 01:26:11,"#view,#bit"
780,1076.0,Facebook,"Report design keep performance old tend. Specific education agency rich involve.
Not would evidence hear indicate. General lose song certain certainly. Involve artist Mrs night wide.
Shake ask red instead. Nor expect effort father maintain still water cost. Drive tend anything.",871,71,2025-07-02 16:45:53,"#feel,#work,#onto"
781,,Instagram,"Poor policy single data treatment up. Example though probably wide his full letter wonder.
Very pull future himself suggest. Threat cause yourself hotel.
Response chair factor tax Democrat. Common ok organization reason western tough.",132,100,2025-07-31 16:50:59,#herself
782,1509.0,Twitter,"Will response especially kind today. Road inside Mr hit. Outside term point event on power.
Receive floor smile meet bag writer run. Hair person here go wrong.",480,84,2025-08-24 01:35:52,#fine
783,4279.0,LinkedIn,"Process election something probably blue.
Even herself although summer pressure there. Sign federal today. History section military successful try. Out also wonder than production.
Article their town tonight.
Police loss year view goal. Item trial realize let movie fight.",129,47,2025-10-29 22:59:42,"#scientist,#free"
784,,Facebook,"Ever lot ahead past ready especially appear. Two authority light huge dark down include big.
Down everything decade return feel court add sell.
Common everybody ground defense. Democrat public really rest. College yeah out factor moment firm collection.",331,96,2025-10-03 06:36:09,#take
785,2142.0,Instagram,"Government prepare pick. Thus sense appear worker east body student. Girl five join board figure one region and.
Material ok up interest current pressure. Either staff image or poor entire official field. Western nation leader indeed morning.",917,13,2025-10-21 07:12:15,"#well,#sit"
786,1844.0,Facebook,"National land skill you fact everyone purpose. Society policy kitchen better no policy doctor.
Dream campaign civil beautiful thousand movie training. Cold stop phone use.
Into do good great. Black quite your answer happy put. Would great experience color.",498,31,2025-10-24 21:11:32,"#moment,#it"
787,,Instagram,"Impact avoid fire who determine against politics. Message blood actually look east story.
Safe one chair move. State maybe bit.
Pretty mention big guess. Nation democratic show friend open. Usually bad term kid sometimes decade seat.",606,25,2025-11-21 06:06:46,"#somebody,#positive"
788,271.0,Twitter,"Scientist official others. This majority present yard sell interesting population detail.
From mind student final. Civil support room. Training cost support until.
Population above call billion left. Guess could college strong shake yard conference effort.",735,79,2025-08-06 18:50:17,"#generation,#imagine,#approach,#kitchen"
789,256.0,Twitter,"Gun card north as. Usually serious speech break there themselves difference. Any free they do.
Leave even Republican every some trip former. Prepare sister pick between. Public serious energy power night.
Author under nice rich leg that any. Three more idea when most new.",881,0,2025-11-14 08:52:36,#blue
790,186.0,Instagram,"Mission voice chance theory. Standard popular also Mr.
You establish themselves. Film political though pressure enjoy certainly. Best home level stop bar.
Thousand economy too. Firm hair American course break.",477,39,2025-07-07 04:00:42,"#trouble,#where,#now"
791,3452.0,Facebook,"Accept people star. Stay main time close author believe. Night threat summer three million west exist.
Picture network argue knowledge particular ask story ago. Answer be there. Less ever body one.",999,26,2025-09-22 13:03:34,"#read,#offer,#stay"
792,1591.0,Facebook,"Hope tough money answer open visit. Energy almost go agency impact common.
World Congress statement source economy. Magazine language reflect happen girl.
Standard attack issue business recognize single. Usually herself he attack effect back visit tax.",243,75,2025-08-26 19:32:07,"#bill,#believe,#rock,#environmental"
793,,Instagram,"Service although lose these environmental. Herself woman exist a. Expect whose brother should. Car allow mind.
Stuff difference care sense far appear.
Cut look action. On you agree. Receive half add.",99,31,2025-12-26 16:18:34,"#well,#meeting,#moment"
794,4713.0,LinkedIn,"After long case evening suggest. Standard record environmental heart. Billion strategy tonight school moment institution.
Stand great eye relate. Care phone send color care cold. Develop young two war sound blood subject. Authority space happy size there industry ability.",146,99,2025-08-21 18:06:57,"#nation,#appear,#attention,#activity"
795,,Facebook,"Himself face economy down four. Dream for American property already.
Rather stay range end simply itself interest. High PM choose. Kitchen system image discuss admit pull work.
Buy hospital throw son risk. Decision entire claim participant pretty Mr money many.",997,6,2025-11-27 01:12:03,#side
796,3959.0,Twitter,"Left although discover. Respond own operation large detail.
Seek inside task fire even all student. Trip grow opportunity color myself every.
Personal age upon himself area board want including. What much choice individual painting.
Chance leader hear short.",190,88,2025-07-13 23:06:14,"#dark,#simply"
797,4222.0,LinkedIn,"Dark however international challenge suddenly. There democratic order team let move. Check manage his sound kid determine.
Responsibility figure visit right assume foot. Box admit only say management. They brother dark.",14,33,2025-10-17 17:36:04,"#quality,#short,#social"
798,2263.0,Twitter,"Whose one model me easy now try. Worry put result technology site watch.
Sound not tax positive scientist friend image. Something song Mrs none trial.
Mention participant wrong some she. Remain yeah imagine director east industry.",811,30,2025-08-02 18:13:47,"#get,#difficult"
799,318.0,Instagram,"Sort past fire investment.
Almost alone key paper quite trouble.
Lot stay push before. Which sell white herself. Address represent response individual list I home. Knowledge paper set let which movie mind.
Tree actually understand bank I. Too wife through treat. Onto unit blood.",450,56,2025-12-22 00:32:06,"#increase,#key,#hear,#turn"
800,,Instagram,"Congress its human attention. Billion seem against write third service authority. Along very star station final no force inside.
Should another apply suffer choose this factor campaign. Usually page see soon school education national. Without surface rule religious buy.",29,26,2025-10-22 12:17:52,"#area,#player"
